basinid	basin_name	continent	ocean	mouth_lon	mouth_lat	basin_area	runoff	din_yld	dip_yld	don_yld	dop_yld	doc_yld	pn_yld	pp_yld	poc_yld	tss_yld	din_load	dip_load	don_load	dop_load	doc_load	pn_load	pp_load	poc_load	tss_load	nat_DSi(kg Si/km2)	DSi_Ddip(kg_Si/km2)	DSi_Dsed(kg_Si/km2)	DSI_nat(kg_Si)	DSI_dip(kg_Si)	DSI_sed(kg_Si)
2536	GHAASBasin2536	South_America	Pacific_Ocean	-80.25	-0.25	3091.0	285.8	122.4	8.3	88.4	4.9	1216.3	139.8	40.5	873.0	26.8	378	26	273	15	3760	432	125	2695	82664	1263.51365967	1263.51365967	1263.51365967	3901224.89942	3901224.89942	3901224.89942
2537	GHAASBasin2537	Oceania	Pacific_Ocean	103.25	0.25	3091.3	1036.7	3545.0	17.0	314.4	16.9	4304.6	175.6	49.8	1071.9	12.2	10958	53	972	52	13307	542	154	3310	37669	7754.84550137	7754.84550137	7754.84550137	23943861.73	23943861.73	23943861.73
2538	GHAASBasin2538	South_America	Pacific_Ocean	-79.75	0.25	3091.3	897.6	776.3	17.1	272.9	14.7	4331.5	378.2	109.1	2345.9	59.2	2400	53	844	45	13390	1168	337	7243	182925	2790.8813086	2790.8813086	2790.8813086	8617125.40194	8617125.40194	8617125.40194
2539	GHAASBasin2539	Oceania	Indian_Ocean	100.25	-0.25	3091.3	1773.9	991.8	39.4	571.7	32.7	6693.5	1377.6	430.5	9234.4	817.2	3066	122	1767	101	20691	4254	1329	28512	2523190	41877.9923617	41877.9923617	41877.9923617	129302493.32	129302493.32	129302493.32
2540	GHAASBasin2540	Oceania	Pacific_Ocean	130.75	-0.25	3091.3	1409.6	591.8	19.2	431.8	23.4	5380.3	1067.8	330.0	7081.3	566.6	1829	59	1335	72	16632	3297	1019	21864	1749520	3825.03627343	3825.03627343	3825.03627343	11810182.3727	11810182.3727	11810182.3727
2541	GHAASBasin2541	South_America	Atlantic_Ocean	-50.25	-0.25	3091.3	1603.4	662.5	21.1	495.1	27.0	16127.4	682.8	197.3	4237.5	108.4	2048	65	1531	83	49854	2108	609	13084	334730	4503.35431861	4503.35431861	4503.35431861	13904557.2355	13904557.2355	13904557.2355
2542	GHAASBasin2542	South_America	Atlantic_Ocean	-50.75	0.25	3091.3	1596.0	495.9	20.3	491.8	26.8	11219.0	813.1	236.9	5087.8	165.5	1533	63	1520	83	34681	2511	732	15709	510976	4267.69782828	4267.69782828	4267.69782828	13176944.2328	13176944.2328	13176944.2328
2543	GHAASBasin2543	Africa	Atlantic_Ocean	9.25	-0.25	3091.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	3138.66812676	3138.66812676	3138.66812676	9690952.01576	9690952.01576	9690952.01576
2544	GHAASBasin2544	South_America	Pacific_Ocean	-91.25	-0.25	3091.3	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.0	0.0	160.3	0	0	0	0	0	0	0	0	0	2039.87190482	2039.87190482	2039.87190482	6298308.69322	6298308.69322	6298308.69322
2545	GHAASBasin2545	Oceania	Pacific_Ocean	121.25	0.75	3091.0	621.7	1365.9	13.1	187.6	10.1	2472.0	480.0	149.3	3208.9	277.2	4222	40	580	31	7641	1482	461	9907	855698	13103.8703932	13103.8703932	13103.8703932	40456888.1679	40456888.1679	40456888.1679
2546	GHAASBasin2546	Oceania	Pacific_Ocean	131.75	-0.75	3091.0	2059.3	525.2	22.7	643.2	35.5	7712.6	1649.8	524.5	11248.2	1144.0	1623	70	1988	110	23840	5094	1619	34728	3532040	8001.72899197	8001.72899197	8001.72899197	24704537.3057	24704537.3057	24704537.3057
2547	GHAASBasin2547	Africa	Atlantic_Ocean	9.25	-0.75	3091.0	1116.9	626.5	16.7	338.4	18.1	5118.9	509.7	147.6	3172.0	88.5	1937	52	1046	56	15823	1574	456	9793	273303	3463.64543307	3463.64543307	3463.64543307	10693658.5706	10693658.5706	10693658.5706
2548	GHAASBasin2548	South_America	Atlantic_Ocean	-47.75	-0.75	3091.0	1702.2	620.5	23.3	529.1	29.1	13240.4	490.7	140.3	3015.0	51.6	1918	72	1636	90	40926	1515	433	9309	159369	4761.95347681	4761.95347681	4761.95347681	14702054.6976	14702054.6976	14702054.6976
2549	GHAASBasin2549	South_America	Pacific_Ocean	-80.25	-0.75	3091.0	175.8	254.7	33.0	90.2	7.7	788.4	138.1	43.2	931.0	86.6	787	102	279	24	2437	426	133	2874	267511	761.045999364	761.045999364	761.045999364	2349653.34386	2349653.34386	2349653.34386
2550	GHAASBasin2550	Oceania	Pacific_Ocean	120.75	0.75	3091.0	598.3	852.6	9.7	176.8	9.2	2383.6	534.3	182.3	3916.3	609.6	2635	30	547	29	7368	1650	563	12091	1882040	7484.63953855	7484.63953855	7484.63953855	23108075.3778	23108075.3778	23108075.3778
2551	GHAASBasin2551	South_America	Atlantic_Ocean	-50.25	0.75	3091.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	4897.84788109	4897.84788109	4897.84788109	15121615.0681	15121615.0681	15121615.0681
2552	GHAASBasin2552	South_America	Pacific_Ocean	-79.25	0.75	3091.0	1121.9	1166.0	23.9	348.6	19.5	4342.1	385.6	110.6	2378.0	48.1	3604	74	1078	60	13422	1191	341	7342	148384	8210.77348074	8210.77348074	8210.77348074	25349941.2398	25349941.2398	25349941.2398
2553	GHAASBasin2553	South_America	Atlantic_Ocean	-49.25	-0.75	3091.0	1993.5	545.1	23.4	622.8	34.4	23198.4	827.9	239.0	5133.0	127.4	1685	72	1925	106	71707	2556	738	15848	393437	4947.09390189	4947.09390189	4947.09390189	15273657.2279	15273657.2279	15273657.2279
2554	GHAASBasin2554	Oceania	Pacific_Ocean	128.25	0.75	3091.0	1054.1	605.2	17.4	320.1	17.2	4082.2	873.3	283.7	6090.2	724.5	1871	54	990	53	12618	2696	876	18803	2236960	3814.67081745	3814.67081745	3814.67081745	11777414.3079	11777414.3079	11777414.3079
2555	GHAASBasin2555	Oceania	Pacific_Ocean	124.25	0.75	3091.0	925.6	769.5	22.0	287.1	15.8	3608.0	673.4	205.1	4405.9	305.3	2379	68	887	49	11152	2079	633	13603	942478	14892.4893114	14892.4893114	14892.4893114	45979070.0407	45979070.0407	45979070.0407
2556	GHAASBasin2556	Oceania	Pacific_Ocean	123.75	0.75	3091.0	1030.6	785.8	17.9	313.6	16.9	3995.7	871.4	287.3	6166.6	801.5	2429	55	969	52	12351	2690	887	19039	2474420	16571.6794371	16571.6794371	16571.6794371	51163401.4702	51163401.4702	51163401.4702
2557	GHAASBasin2557	Oceania	Pacific_Ocean	123.25	0.75	3091.0	687.9	541.5	28.2	224.9	13.2	2721.5	776.0	282.3	6060.5	1210.5	1674	87	695	41	8412	2396	872	18711	3737390	14006.1349377	14006.1349377	14006.1349377	43242539.6342	43242539.6342	43242539.6342
2558	GHAASBasin2558	Oceania	Pacific_Ocean	122.75	0.75	3091.0	592.4	461.1	26.0	194.9	11.5	2361.4	531.1	181.6	3901.0	613.0	1425	80	603	36	7299	1640	561	12044	1892640	8851.5703138	8851.5703138	8851.5703138	27328337.3194	27328337.3194	27328337.3194
2559	GHAASBasin2559	Oceania	Pacific_Ocean	122.25	0.75	3091.0	725.6	1181.7	15.9	220.9	11.9	2863.2	694.5	244.3	5246.4	928.3	3653	49	683	37	8850	2144	754	16198	2866100	11047.5355944	11047.5355944	11047.5355944	34108160.3116	34108160.3116	34108160.3116
2560	GHAASBasin2560	Oceania	Pacific_Ocean	121.75	0.75	3091.0	651.8	1469.4	14.7	198.2	10.7	2585.5	600.2	208.0	4466.8	743.6	4542	46	613	33	7992	1853	642	13791	2295670	11692.924371	11692.924371	11692.924371	36100733.5572	36100733.5572	36100733.5572
2561	GHAASBasin2561	Oceania	Pacific_Ocean	120.25	0.75	3091.0	0.1	0.0	0.9	1.1	0.1	0.0	0.0	0.0	0.0	0.0	0	3	3	0	0	0	0	0	0	2825.58784801	2825.58784801	2825.58784801	8723719.64504	8723719.64504	8723719.64504
2562	GHAASBasin2562	Oceania	Pacific_Ocean	133.75	-0.75	3091.0	0.1	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0	1	1	0	0	0	0	0	0	16578.6441391	16578.6441391	16578.6441391	51184904.2902	51184904.2902	51184904.2902
2563	GHAASBasin2563	Oceania	Pacific_Ocean	133.25	-0.75	3091.0	2433.2	658.0	23.4	765.9	42.6	9037.1	1977.3	634.6	13604.1	1479.0	2034	72	2368	132	27934	6105	1959	42001	4566180	23660.8177499	23660.8177499	23660.8177499	73050406.4021	73050406.4021	73050406.4021
2564	GHAASBasin2564	Oceania	Pacific_Ocean	132.75	-0.75	3091.0	2688.4	849.1	23.9	850.5	47.5	9935.3	1825.4	548.4	11758.5	665.8	2624	74	2629	147	30710	5636	1693	36303	2055480	30515.4851841	30515.4851841	30515.4851841	94213505.967	94213505.967	94213505.967
2565	GHAASBasin2565	Oceania	Pacific_Ocean	132.25	-0.75	3091.0	2709.5	800.2	24.0	857.6	47.9	10009.6	2182.2	696.4	14926.3	1555.7	2474	74	2651	148	30940	6737	2150	46083	4803130	22844.9330611	22844.9330611	22844.9330611	70531444.0941	70531444.0941	70531444.0941
2566	GHAASBasin2566	Oceania	Pacific_Ocean	123.25	-0.75	3091.0	132.2	104.7	1.6	37.2	1.9	568.1	226.6	82.7	1779.4	362.1	324	5	115	6	1756	700	255	5494	1117990	1807.92447364	1807.92447364	1807.92447364	5581785.84273	5581785.84273	5581785.84273
2567	GHAASBasin2567	Oceania	Pacific_Ocean	122.75	-0.75	3091.0	189.4	0.0	1.2	52.4	2.6	799.0	234.8	85.9	1847.0	377.9	0	4	162	8	2470	725	265	5702	1166680	2109.26111191	2109.26111191	2109.26111191	6512132.5502	6512132.5502	6512132.5502
2568	GHAASBasin2568	Oceania	Pacific_Ocean	127.75	0.75	3091.0	1108.4	621.5	18.8	338.3	18.3	4281.8	650.3	191.4	4111.0	169.0	1921	58	1046	56	13235	2008	591	12692	521882	6155.46798253	6155.46798253	6155.46798253	19004391.246	19004391.246	19004391.246
2569	GHAASBasin2569	Oceania	Pacific_Ocean	118.75	0.75	3091.0	997.1	95.0	15.1	300.1	15.9	3872.4	677.5	203.2	4364.5	247.5	294	47	928	49	11970	2092	627	13475	764196	2429.5580762	2429.5580762	2429.5580762	7501017.36638	7501017.36638	7501017.36638
2570	GHAASBasin2570	Oceania	Indian_Ocean	99.25	0.75	3091.0	2079.9	1507.1	23.0	650.3	35.9	7785.7	1020.3	296.8	6371.2	196.2	4658	71	2010	111	24066	3150	916	19670	605615	20438.897086	20438.897086	20438.897086	63103048.8603	63103048.8603	63103048.8603
2571	GHAASBasin2571	Africa	Indian_Ocean	42.25	-0.75	3091.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	252.698212704	252.698212704	252.698212704	780180.437137	780180.437137	780180.437137
2572	GHAASBasin2572	South_America	Atlantic_Ocean	-48.75	-0.75	3091.0	2157.4	557.2	24.5	677.3	37.6	24670.1	607.4	173.6	3730.4	62.5	1722	76	2093	116	76256	1875	536	11517	193111	5382.62887087	5382.62887087	5382.62887087	16618327.8484	16618327.8484	16618327.8484
2573	GHAASBasin2573	South_America	Pacific_Ocean	-91.25	-0.75	3091.0	0.1	0.0	0.2	0.3	0.0	0.0	0.0	0.0	0.0	152.1	0	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
2574	GHAASBasin2574	Oceania	Pacific_Ocean	128.75	1.25	3090.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	2730.79838068	2730.79838068	2730.79838068	8429701.25371	8429701.25371	8429701.25371
2575	GHAASBasin2575	Africa	Indian_Ocean	44.75	1.25	3090.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	190.213685764	190.213685764	190.213685764	587170.607944	587170.607944	587170.607944
2576	GHAASBasin2576	Oceania	Pacific_Ocean	131.25	-1.25	3090.6	2009.2	611.4	24.9	629.7	34.9	7534.1	803.7	231.8	4976.9	118.3	1890	77	1946	108	23284	2481	715	15363	365177	7686.07973957	7686.07973957	7686.07973957	23726158.7948	23726158.7948	23726158.7948
2577	GHAASBasin2577	Oceania	Pacific_Ocean	121.75	-1.25	3090.6	1566.2	884.9	20.8	483.1	26.3	5946.8	1194.1	370.0	7939.1	651.4	2735	64	1493	81	18379	3686	1142	24507	2010730	11098.8122493	11098.8122493	11098.8122493	34260922.4448	34260922.4448	34260922.4448
2578	GHAASBasin2578	Oceania	Pacific_Ocean	121.25	-1.25	3090.6	1346.3	609.2	19.0	411.8	22.3	5150.6	1701.2	624.8	13392.9	2747.6	1883	59	1273	69	15918	5251	1929	41343	8481670	6037.46526155	6037.46526155	6037.46526155	18637050.9242	18637050.9242	18637050.9242
2579	GHAASBasin2579	Oceania	Pacific_Ocean	119.75	-1.25	3089.8	428.9	914.4	10.7	130.3	7.1	1835.6	619.3	227.5	4884.9	1008.4	2825	33	403	22	5672	1912	702	15079	3112850	4279.23502401	4279.23502401	4279.23502401	13209570.1763	13209570.1763	13209570.1763
2580	GHAASBasin2580	Oceania	Pacific_Ocean	103.25	-1.25	3090.6	1219.7	1487.3	69.0	445.5	31.7	4712.3	954.9	299.4	6426.7	588.9	4596	213	1377	98	14564	2948	924	19838	1818010	5071.41097976	5071.41097976	5071.41097976	15654938.0564	15654938.0564	15654938.0564
2581	GHAASBasin2581	South_America	Atlantic_Ocean	-45.75	-1.25	3090.6	1587.2	65.8	21.5	490.5	26.8	11101.0	434.2	124.0	2665.8	43.6	203	67	1516	83	34308	1340	383	8229	134601	3880.622462	3880.622462	3880.622462	11979093.0977	11979093.0977	11979093.0977
2582	GHAASBasin2582	South_America	Pacific_Ocean	-80.75	-1.25	3090.6	0.1	0.0	13.6	16.6	1.9	0.0	0.0	0.0	0.0	21.3	0	42	51	6	0	0	0	0	0	206.550911386	206.550911386	206.550911386	637601.988115	637601.988115	637601.988115
2583	GHAASBasin2583	Oceania	Pacific_Ocean	124.75	1.25	3090.6	1652.2	946.9	46.8	541.9	31.6	6256.5	1392.1	458.2	9827.0	1258.8	2927	145	1675	98	19336	4297	1414	30335	3885700	23585.0069369	23585.0069369	23585.0069369	72804555.6021	72804555.6021	72804555.6021
2584	GHAASBasin2584	Oceania	Pacific_Ocean	101.75	1.25	3090.6	1280.3	1788.5	19.4	391.8	21.2	8025.2	432.1	123.9	2663.7	52.9	5527	60	1211	65	24802	1334	382	8223	163201	9353.893037	9353.893037	9353.893037	28874531.4992	28874531.4992	28874531.4992
2585	GHAASBasin2585	Oceania	Pacific_Ocean	132.25	-1.25	3090.6	2995.9	796.4	24.9	953.7	53.6	13232.2	1495.7	435.8	9347.8	295.1	2461	77	2947	166	40895	4617	1345	28856	910963	9779.15127331	9779.15127331	9779.15127331	30187261.1072	30187261.1072	30187261.1072
2586	GHAASBasin2586	Oceania	Pacific_Ocean	122.75	-1.25	3090.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	2726.46690667	2726.46690667	2726.46690667	8416330.427	8416330.427	8416330.427
2587	GHAASBasin2587	Oceania	Pacific_Ocean	128.25	1.25	3090.6	1122.0	728.8	18.0	341.5	18.4	4331.9	607.5	177.6	3816.1	136.5	2253	56	1056	57	13388	1875	548	11780	421272	3696.49891563	3696.49891563	3696.49891563	11410722.1404	11410722.1404	11410722.1404
2588	GHAASBasin2588	Oceania	Pacific_Ocean	121.25	1.25	3090.6	583.1	297.4	8.3	170.9	8.8	2326.2	500.6	166.7	3580.9	493.7	919	26	528	27	7189	1545	514	11054	1524080	8241.33885396	8241.33885396	8241.33885396	25440188.1006	25440188.1006	25440188.1006
2589	GHAASBasin2589	Oceania	Pacific_Ocean	110.75	1.25	3090.6	2669.3	724.8	26.5	847.3	47.5	13095.3	1377.4	402.0	8624.7	286.0	2240	82	2619	147	40472	4252	1241	26623	882714	20052.4488446	20052.4488446	20052.4488446	61899902.3732	61899902.3732	61899902.3732
2590	GHAASBasin2590	Oceania	Indian_Ocean	97.25	1.25	3090.6	2128.0	1681.1	42.3	716.7	62.3	7957.0	9403.2	3239.6	69246.1	11008.6	5195	131	2215	193	24591	29027	10000	213756	33982400	6536.58309442	6536.58309442	6536.58309442	20177777.7136	20177777.7136	20177777.7136
2591	GHAASBasin2591	Africa	Indian_Ocean	44.25	1.25	3090.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3	0	0	0	0	0	0	0	0	0	228.919160187	228.919160187	228.919160187	706650.533148	706650.533148	706650.533148
2592	GHAASBasin2592	Oceania	Pacific_Ocean	131.75	-1.25	3090.6	2480.6	837.3	24.2	782.4	43.6	9204.4	1074.0	310.7	6669.4	174.1	2588	75	2418	135	28447	3315	959	20588	537506	9342.68230248	9342.68230248	9342.68230248	28839925.0839	28839925.0839	28839925.0839
2593	GHAASBasin2593	Oceania	Pacific_Ocean	122.25	-1.25	3090.6	1363.4	559.6	20.8	419.3	22.8	5212.5	960.3	290.3	6232.1	390.6	1729	64	1296	70	16110	2964	896	19238	1205620	7049.09093262	7049.09093262	7049.09093262	21759838.1091	21759838.1091	21759838.1091
2594	GHAASBasin2594	Oceania	Pacific_Ocean	120.25	-1.25	3090.6	566.8	887.9	9.0	167.0	8.7	2280.9	446.1	140.0	3010.2	282.2	2744	28	516	27	7049	1377	432	9292	871247	7520.71918543	7520.71918543	7520.71918543	23215707.3165	23215707.3165	23215707.3165
2595	GHAASBasin2595	South_America	Atlantic_Ocean	-46.75	-1.25	3090.6	1331.2	801.5	22.1	410.9	22.4	5333.5	607.9	176.1	3782.8	105.6	2477	68	1270	69	16483	1876	543	11677	326125	3843.11369115	3843.11369115	3843.11369115	11863307.2766	11863307.2766	11863307.2766
2596	GHAASBasin2596	South_America	Atlantic_Ocean	-51.25	-1.25	3090.6	1534.4	742.3	20.8	472.9	25.8	15510.1	512.7	147.0	3159.7	62.1	2294	64	1462	80	47935	1583	454	9754	191690	3677.28925882	3677.28925882	3677.28925882	11351423.8527	11351423.8527	11351423.8527
2597	GHAASBasin2597	Oceania	Pacific_Ocean	127.75	1.25	3090.6	1292.0	674.3	22.0	398.6	21.8	4952.9	801.7	237.4	5097.6	234.1	2084	68	1232	67	15307	2475	733	15736	722535	13162.362149	13162.362149	13162.362149	40630894.4279	40630894.4279	40630894.4279
2598	GHAASBasin2598	Oceania	Pacific_Ocean	104.25	1.25	3090.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	4677.45737432	4677.45737432	4677.45737432	14438842.7104	14438842.7104	14438842.7104
2599	GHAASBasin2599	Oceania	Pacific_Ocean	102.25	1.25	3090.6	1256.2	1282.1	17.8	382.5	20.6	4870.1	254.3	72.3	1554.9	20.0	3962	55	1182	64	15051	785	223	4800	61883	8974.33907657	8974.33907657	8974.33907657	27702886.416	27702886.416	27702886.416
2600	GHAASBasin2600	Oceania	Pacific_Ocean	133.75	-1.25	3090.6	2534.7	801.0	23.6	799.6	44.5	10365.3	2792.1	1015.2	21743.3	4301.5	2476	73	2471	138	32034	8619	3134	67119	13278300	28476.846599	28476.846599	28476.846599	87905174.9756	87905174.9756	87905174.9756
2601	GHAASBasin2601	Oceania	Pacific_Ocean	130.75	-1.25	3090.6	1939.7	267.2	21.8	603.5	33.2	7286.5	1123.4	330.5	7093.4	284.8	826	67	1865	102	22519	3468	1020	21897	879090	5443.77143567	5443.77143567	5443.77143567	16804377.5113	16804377.5113	16804377.5113
2602	GHAASBasin2602	Oceania	Pacific_Ocean	110.25	-1.25	3090.6	2386.8	818.7	24.6	752.2	41.9	19301.4	816.5	234.5	5034.8	101.3	2530	76	2325	129	59652	2521	724	15542	312660	17407.0098756	17407.0098756	17407.0098756	53733697.0792	53733697.0792	53733697.0792
2603	GHAASBasin2603	South_America	Atlantic_Ocean	-49.25	-1.25	3090.6	1628.1	723.4	21.8	503.9	27.6	19776.5	709.5	205.2	4407.1	116.0	2236	67	1557	85	61120	2190	633	13604	358040	4187.41190308	4187.41190308	4187.41190308	12926121.3932	12926121.3932	12926121.3932
2604	GHAASBasin2604	Africa	Indian_Ocean	44.75	1.75	3089.8	0.1	0.0	13.0	15.8	1.9	0.0	0.0	0.0	0.0	12.4	0	40	49	6	0	0	0	0	0	198.227428566	198.227428566	198.227428566	611769.480327	611769.480327	611769.480327
2605	GHAASBasin2605	Oceania	Pacific_Ocean	119.75	-1.75	3089.8	950.6	1000.8	16.0	287.3	15.4	3704.9	736.6	229.7	4932.5	432.5	3092	49	888	47	11448	2273	709	15223	1334920	7138.56805722	7138.56805722	7138.56805722	22031048.3884	22031048.3884	22031048.3884
2606	GHAASBasin2606	Oceania	Pacific_Ocean	105.75	-1.75	3089.8	1691.6	1105.5	51.7	576.6	39.5	6398.0	1353.7	430.0	9223.0	933.2	3416	160	1781	122	19769	4178	1327	28464	2880020	6522.8920236	6522.8920236	6522.8920236	20130949.0436	20130949.0436	20130949.0436
2607	GHAASBasin2607	Oceania	Pacific_Ocean	105.25	-1.75	3089.8	1214.3	863.6	30.2	388.6	28.8	4669.6	807.9	241.5	5186.0	278.8	2669	93	1201	89	14428	2493	745	16005	860491	3457.07228103	3457.07228103	3457.07228103	10669216.3043	10669216.3043	10669216.3043
2608	GHAASBasin2608	Oceania	Pacific_Ocean	127.75	1.75	3089.8	1355.3	570.0	21.3	417.4	22.7	5183.2	1230.8	424.2	9100.7	1473.2	1761	66	1290	70	16015	3799	1309	28087	4546500	15313.9432147	15313.9432147	15313.9432147	47261890.7987	47261890.7987	47261890.7987
2609	GHAASBasin2609	Oceania	Indian_Ocean	100.75	1.75	3089.8	1042.1	1809.0	17.2	316.2	17.0	4077.7	359.2	103.0	2215.4	44.9	5589	53	977	52	12599	1109	318	6837	138598	8423.64896271	8423.64896271	8423.64896271	25997065.016	25997065.016	25997065.016
2610	GHAASBasin2610	South_America	Atlantic_Ocean	-50.25	1.75	3089.8	1889.3	5213.1	21.9	587.4	32.2	16139.2	873.5	253.3	5439.1	154.4	16108	68	1815	100	49867	2696	782	16786	476549	5075.44201336	5075.44201336	5075.44201336	15663828.8929	15663828.8929	15663828.8929
2611	GHAASBasin2611	Oceania	Pacific_Ocean	132.25	-1.75	3089.8	2253.1	770.6	23.6	707.3	39.2	14410.9	945.7	273.2	5865.7	147.5	2381	73	2186	121	44527	2919	843	18103	455137	11530.0287004	11530.0287004	11530.0287004	35583974.0101	35583974.0101	35583974.0101
2612	GHAASBasin2612	Oceania	Indian_Ocean	101.25	-1.75	3089.8	1682.2	933.0	22.6	522.0	28.6	15314.4	1469.1	495.6	10628.2	1553.4	2883	70	1613	88	47319	4534	1529	32801	4794140	38631.7033052	38631.7033052	38631.7033052	119225160.848	119225160.848	119225160.848
2613	GHAASBasin2613	Oceania	Pacific_Ocean	109.75	1.75	3089.8	2183.2	800.1	24.2	685.3	38.0	11099.4	990.6	287.1	6162.7	170.7	2472	75	2117	117	34295	3057	886	19019	526768	6288.58745149	6288.58745149	6288.58745149	19407838.2846	19407838.2846	19407838.2846
2614	GHAASBasin2614	Oceania	Pacific_Ocean	109.25	1.75	3089.8	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	7718.83603392	7718.83603392	7718.83603392	23821871.3896	23821871.3896	23821871.3896
2615	GHAASBasin2615	Oceania	Pacific_Ocean	117.75	1.75	3089.8	851.0	619.4	13.8	255.1	13.5	3331.2	489.2	143.6	3087.1	122.3	1914	43	788	42	10293	1510	443	9527	377405	2721.77327649	2721.77327649	2721.77327649	8399936.55254	8399936.55254	8399936.55254
2616	GHAASBasin2616	Oceania	Pacific_Ocean	111.25	1.75	3089.8	2644.1	624.9	25.6	838.0	46.9	13675.3	920.8	264.6	5680.4	116.3	1931	79	2589	145	42254	2842	817	17531	359055	13489.1844718	13489.1844718	13489.1844718	41630320.4559	41630320.4559	41630320.4559
2617	GHAASBasin2617	Asia	Pacific_Ocean	104.25	1.75	3089.8	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	4516.22661475	4516.22661475	4516.22661475	13937978.3571	13937978.3571	13937978.3571
2618	GHAASBasin2618	Asia	Pacific_Ocean	103.25	1.75	3089.8	1263.3	3363.0	115.3	485.6	37.6	4848.5	664.0	193.8	4162.4	142.0	10391	356	1500	116	14981	2049	598	12846	438132	5463.86045326	5463.86045326	5463.86045326	16862565.8631	16862565.8631	16862565.8631
2619	GHAASBasin2619	Oceania	Pacific_Ocean	133.75	-1.75	3089.8	1717.8	545.5	21.5	531.9	29.1	6492.3	1663.2	588.2	12610.5	2264.0	1686	66	1644	90	20060	5133	1815	38918	6987060	7368.70849135	7368.70849135	7368.70849135	22741307.7849	22741307.7849	22741307.7849
2620	GHAASBasin2620	Oceania	Pacific_Ocean	119.25	-1.75	3089.8	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	3586.71811846	3586.71811846	3586.71811846	11069329.2814	11069329.2814	11069329.2814
2621	GHAASBasin2621	Oceania	Pacific_Ocean	104.25	-1.75	3089.8	1106.0	865.1	18.2	336.8	18.1	5817.2	246.4	70.1	1508.1	20.9	2673	56	1041	56	17974	760	216	4654	64452	8396.37285711	8396.37285711	8396.37285711	25912885.5002	25912885.5002	25912885.5002
2622	GHAASBasin2622	South_America	Pacific_Ocean	-80.75	-1.75	3089.8	0.1	0.0	4.8	5.9	0.7	0.0	0.0	0.0	0.0	31.3	0	15	18	2	0	0	0	0	0	233.566340148	233.566340148	233.566340148	720832.42752	720832.42752	720832.42752
2623	GHAASBasin2623	Oceania	Indian_Ocean	98.75	2.25	3088.9	957.9	1602.7	15.6	289.0	15.4	4130.8	188.7	53.6	1153.3	14.6	4951	48	893	48	12760	582	165	3558	44976	15515.826429	15515.826429	15515.826429	47869426.9385	47869426.9385	47869426.9385
2624	GHAASBasin2624	Africa	Indian_Ocean	45.75	2.25	3088.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.4	0	0	0	0	0	0	0	0	0	205.705289001	205.705289001	205.705289001	634641.947545	634641.947545	634641.947545
2625	GHAASBasin2625	Africa	Indian_Ocean	45.25	2.25	3088.9	0.1	0.0	51.8	62.8	7.4	0.0	0.0	0.0	0.0	8.6	0	160	194	23	0	0	0	0	0	254.310288408	254.310288408	254.310288408	784598.089335	784598.089335	784598.089335
2626	GHAASBasin2626	Oceania	Pacific_Ocean	138.75	-2.25	3088.9	1335.2	759.1	19.1	408.5	22.1	5110.1	518.6	149.3	3208.7	73.8	2345	59	1262	68	15785	1600	461	9899	227651	6320.36507308	6320.36507308	6320.36507308	19499590.0138	19499590.0138	19499590.0138
2627	GHAASBasin2627	Oceania	Pacific_Ocean	106.25	-2.25	3088.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	4362.32101156	4362.32101156	4362.32101156	13458632.5711	13458632.5711	13458632.5711
2628	GHAASBasin2628	Oceania	Indian_Ocean	99.75	2.25	3088.9	1336.1	1449.8	20.9	411.0	22.3	5113.3	870.1	259.3	5567.1	284.3	4478	65	1269	69	15794	2684	800	17176	877252	6110.90855062	6110.90855062	6110.90855062	18853374.7609	18853374.7609	18853374.7609
