basinid	basin_name	continent	ocean	mouth_lon	mouth_lat	basin_area	runoff	din_yld	dip_yld	don_yld	dop_yld	doc_yld	pn_yld	pp_yld	poc_yld	tss_yld	din_load	dip_load	don_load	dop_load	doc_load	pn_load	pp_load	poc_load	tss_load	nat_DSi(kg Si/km2)	DSi_Ddip(kg_Si/km2)	DSi_Dsed(kg_Si/km2)	DSI_nat(kg_Si)	DSI_dip(kg_Si)	DSI_sed(kg_Si)
1034	GHAASBasin1034	North_America	Pacific_Ocean	-157.25	58.25	11409.6	512.8	107.9	6.9	149.3	7.7	3027.2	289.1	84.8	1821.1	69.7	1231	79	1703	88	34540	3301	969	20795	795347	1308.10004775	1308.10004775	1308.10004775	14936802.2768	14936802.2768	14936802.2768
1036	GHAASBasin1036	Australia	Indian_Ocean	113.75	-22.25	11350.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.6	0	0	0	0	0	0	0	0	0	96.4938868435	96.4938868435	96.4938868435	1096952.11739	1096952.11739	1096952.11739
1037	GHAASBasin1037	Asia	Indian_Ocean	52.75	23.75	11382.1	0.1	0.0	0.4	0.5	0.1	0.0	0.0	0.0	0.0	2.6	0	5	6	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1038	Richard_Collinson_Inlet	North_America	Arctic_Ocean	-114.25	72.75	11411.5	106.7	4.1	0.4	28.7	1.4	465.5	69.5	20.7	444.4	22.7	47	5	328	16	5312	788	234	5043	257534	17.5443566841	17.5443566841	17.5443566841	199068.790709	199068.790709	199068.790709
1039	ROGUE	North_America	Pacific_Ocean	-124.25	42.75	11350.0	350.9	218.4	4.9	101.6	5.2	1471.4	309.4	104.9	2251.3	338.7	2479	56	1153	59	16700	3507	1190	25522	3839210	5163.56197743	5163.56197743	5163.56197743	58536720.3572	58536720.3572	58536720.3572
1040	GHAASBasin1040	Asia	Indian_Ocean	38.75	23.75	11274.1	0.1	0.0	1.3	1.6	0.2	0.0	0.0	0.0	0.0	11.9	0	15	18	2	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1041	GHAASBasin1041	North_America	Arctic_Ocean	-85.25	72.25	9321.0	155.8	2.6	0.8	42.7	2.1	673.9	87.1	26.0	559.9	30.8	24	8	398	19	6281	982	293	6310	346903	58.9402448513	58.9402448513	58.9402448513	664227.089351	664227.089351	664227.089351
1042	WAIMAKARIRI	Oceania	Pacific_Ocean	172.75	-43.25	11276.2	400.1	452.0	30.6	138.3	9.2	1667.1	169.9	49.1	1054.1	26.9	5097	345	1559	104	18799	1913	553	11872	302631	2018.09067241	2018.09067241	2018.09067241	22729351.2215	22729351.2215	22729351.2215
1043	GHAASBasin1043	Africa	Atlantic_Ocean	-14.75	24.75	11251.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1044	GHAASBasin1044	Asia	Indian_Ocean	50.75	25.25	11262.9	0.1	0.0	0.5	0.1	0.0	0.0	0.0	0.0	0.0	3.3	0	6	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1045	Ishikari_Gawa	Asia	Pacific_Ocean	141.25	43.25	11220.9	334.3	1624.7	131.7	179.5	13.5	1384.1	292.2	98.5	2114.3	309.6	18231	1478	2014	151	15531	3274	1104	23696	3469730	6576.31377194	6576.31377194	6576.31377194	73704036.599	73704036.599	73704036.599
1046	Lenivaya	Asia	Arctic_Ocean	88.75	75.25	11227.0	270.3	21.0	2.4	76.2	3.8	1120.7	94.5	27.1	583.7	12.4	235	27	856	43	12582	1058	304	6531	138550	251.726683046	251.726683046	251.726683046	2816167.19209	2816167.19209	2816167.19209
1047	GHAASBasin1047	North_America	Atlantic_Ocean	-97.75	25.25	11160.5	0.1	0.0	3.0	3.6	0.4	0.0	0.0	0.0	0.0	41.5	0	33	40	5	0	0	0	0	0	226.194480833	226.194480833	226.194480833	2521435.16199	2521435.16199	2521435.16199
1048	GHAASBasin1048	Africa	Atlantic_Ocean	-13.75	26.25	11194.9	0.1	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	8.4	0	2	2	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1049	GHAASBasin1049	Asia	Arctic_Ocean	101.25	76.25	11099.7	241.8	22.9	1.9	67.8	3.4	1055.4	132.4	38.7	832.4	30.3	254	22	752	37	11714	1475	431	9272	338052	171.620572672	171.620572672	171.620572672	1911681.55899	1911681.55899	1911681.55899
1050	Sondre_Stromfjord	North_America	Arctic_Ocean	-53.25	66.25	11106.1	339.9	3.0	3.6	96.9	4.9	1448.8	0.0	0.0	0.0	0.0	33	40	1076	54	16090	0	0	0	0	510.472206951	510.472206951	510.472206951	5675123.91265	5675123.91265	5675123.91265
1051	GHAASBasin1051	South_America	Pacific_Ocean	-72.75	-43.75	11090.2	962.8	353.8	14.8	289.5	15.4	3762.0	444.4	129.0	2766.6	78.3	3924	165	3211	171	41722	4931	1431	30698	869153	6500.84202371	6500.84202371	6500.84202371	72132695.5462	72132695.5462	72132695.5462
1052	GHAASBasin1052	South_America	Land	-68.25	-26.25	11113.6	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.0	11.3	1	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1053	GHAASBasin1053	Australia	Pacific_Ocean	152.75	-26.25	11065.9	0.1	0.0	0.4	0.5	0.1	0.0	0.0	0.0	0.0	14.0	0	5	6	1	0	0	0	0	0	1002.68892997	1002.68892997	1002.68892997	11094552.2718	11094552.2718	11094552.2718
1054	GHAASBasin1054	Asia	Indian_Ocean	59.25	25.75	11053.8	0.1	0.0	1.0	1.2	0.1	0.0	0.0	0.0	0.0	10.7	0	11	13	2	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1055	GHAASBasin1055	Asia	Indian_Ocean	57.75	25.75	11053.8	0.1	0.0	0.6	0.7	0.1	0.0	0.0	0.0	0.0	29.0	0	6	8	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1056	GHAASBasin1056	North_America	Arctic_Ocean	-18.75	79.75	3141.0	117.5	0.7	0.5	31.8	1.5	565.1	0.0	0.0	0.0	0.0	2	2	100	5	1775	0	0	0	0	93.0421672751	93.0421672751	93.0421672751	924327.410794	924327.410794	924327.410794
1057	GHAASBasin1057	North_America	Pacific_Ocean	-135.25	58.75	10970.8	680.0	128.7	10.2	200.9	10.5	2771.3	517.1	160.0	3431.5	276.4	1412	112	2204	115	30404	5702	1765	37840	3048030	3209.27822074	3209.27822074	3209.27822074	35390315.5792	35390315.5792	35390315.5792
1058	GHAASBasin1058	Asia	Pacific_Ocean	119.75	26.75	10992.8	817.2	3396.5	104.2	336.9	44.8	3381.6	3206.5	1114.8	23820.7	3935.6	37337	1146	3704	492	37173	35285	12268	262128	43307800	11044.972302	11044.972302	11044.972302	121541086.415	121541086.415	121541086.415
1059	GHAASBasin1059	South_America	Pacific_Ocean	-74.25	-44.25	10995.8	1150.7	175.6	17.0	349.1	18.7	4436.9	931.5	298.4	6390.1	680.2	1930	187	3838	206	48787	10248	3283	70302	7483280	6482.16440057	6482.16440057	6482.16440057	71315475.0058	71315475.0058	71315475.0058
1061	Lord_Mayor_Bay	North_America	Arctic_Ocean	-92.25	69.75	11077.0	137.7	6.4	0.7	37.6	1.8	600.9	57.1	16.5	354.3	8.8	71	7	416	20	6656	627	180	3884	96205	36.8223580007	36.8223580007	36.8223580007	403701.921941	403701.921941	403701.921941
1062	GHAASBasin1062	Australia	Pacific_Ocean	152.75	-27.75	10967.9	0.1	0.0	8.5	10.3	1.2	0.0	0.0	0.0	0.0	36.9	0	93	113	13	0	0	0	0	0	555.612808333	83.34192125	16.8239558363	6086627.08161	912994.062241	184303.068031
1063	Canning	North_America	Arctic_Ocean	-147.75	69.75	11103.2	84.0	11.6	0.3	22.3	1.0	668.5	87.4	31.4	674.3	129.2	129	3	248	12	7423	956	343	7377	1413310	-9999	-9999	-9999	0	0	0
1064	GHAASBasin1064	Europe	Atlantic_Ocean	11.25	54.25	10923.8	262.2	1462.4	85.3	207.1	16.1	1099.4	53.0	15.0	323.9	4.2	15975	932	2262	175	12010	578	164	3534	45497	490.277241313	490.277241313	490.277241313	5349218.67786	5349218.67786	5349218.67786
1065	GHAASBasin1065	Asia	Pacific_Ocean	136.25	44.75	10823.8	403.6	66.2	5.2	116.5	6.0	1639.8	257.0	76.3	1639.0	79.5	717	56	1261	64	17748	2788	828	17782	862229	2882.20982774	2882.20982774	2882.20982774	31269671.4395	31269671.4395	31269671.4395
1066	GHAASBasin1066	North_America	Arctic_Ocean	-100.75	67.75	10907.9	139.7	1.3	0.7	38.1	1.8	605.0	36.4	10.4	223.1	3.5	14	7	416	20	6599	393	112	2414	37849	34.7378674334	34.7378674334	34.7378674334	375874.140042	375874.140042	375874.140042
1067	GHAASBasin1067	Africa	Atlantic_Ocean	16.75	-28.75	10814.7	0.1	0.0	0.4	0.4	0.1	0.0	0.0	0.0	0.0	842.4	0	4	5	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1068	SAN_ANTONIO	North_America	Atlantic_Ocean	-97.25	28.25	10775.0	0.1	0.0	19.3	23.5	2.8	0.0	0.0	0.0	0.0	4.8	0	208	253	30	0	0	0	0	0	359.924444304	359.924444304	359.924444304	3887723.88514	3887723.88514	3887723.88514
1069	GHAASBasin1069	Asia	Pacific_Ocean	153.25	59.25	10690.4	323.1	19.3	3.3	91.9	4.6	1331.7	151.9	44.0	946.3	27.4	206	35	983	49	14237	1636	474	10193	295672	1224.60920824	1224.60920824	1224.60920824	13190632.9198	13190632.9198	13190632.9198
1070	GHAASBasin1070	Asia	Pacific_Ocean	151.75	59.25	10667.1	307.9	15.2	3.0	87.4	4.4	1268.3	147.5	42.8	920.2	27.4	162	32	932	47	13529	1589	461	9912	295198	1021.44081312	1021.44081312	1021.44081312	11002245.2261	11002245.2261	11002245.2261
1071	GHAASBasin1071	Africa	Indian_Ocean	30.75	-29.75	10762.0	35.5	269.6	69.1	93.2	10.3	163.6	432.7	139.3	2986.5	331.7	2901	744	1003	111	1761	4652	1497	32103	3566020	2003.04398915	2003.04398915	2003.04398915	21531120.8488	21531120.8488	21531120.8488
1072	GHAASBasin1072	Asia	Pacific_Ocean	155.75	54.75	10748.6	691.9	67.8	10.7	204.9	10.7	4696.8	267.8	77.2	1656.6	37.9	728	115	2203	115	50484	2875	828	17785	407349	3320.33608325	3320.33608325	3320.33608325	35646463.4585	35646463.4585	35646463.4585
1073	GHAASBasin1073	Europe	Mediterranean+Black_Sea	13.25	45.75	10707.7	1021.9	1361.0	76.1	370.6	21.1	3977.5	872.2	290.4	6219.9	843.5	14573	815	3969	226	42590	9362	3117	66763	9054130	3061.5261249	3061.5261249	3061.5261249	32861503.5792	32861503.5792	32861503.5792
1074	GHAASBasin1074	Europe	Mediterranean+Black_Sea	29.75	45.75	10707.7	2.2	56.7	9.0	9.9	1.1	12.0	7.7	2.7	57.8	9.9	607	97	106	12	128	83	29	619	105975	209.673875384	209.673875384	209.673875384	2246508.76109	2246508.76109	2246508.76109
1075	GHAASBasin1075	Africa	Mediterranean+Black_Sea	29.75	30.75	10708.4	0.1	0.0	5.6	6.8	0.8	0.0	0.0	0.0	0.0	10.0	0	60	73	9	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1076	GHAASBasin1076	Europe	Atlantic_Ocean	-1.25	46.25	10590.5	160.2	749.0	32.4	86.7	5.9	688.3	76.9	22.3	479.8	14.3	7932	344	918	62	7289	818	237	5104	152602	719.593829316	719.593829316	719.593829316	7653959.76552	7653959.76552	7653959.76552
1077	GHAASBasin1077	North_America	Arctic_Ocean	-84.75	77.75	5586.0	114.3	1.6	0.5	30.9	1.5	500.3	100.7	36.9	794.5	164.0	9	3	172	8	2794	884	324	6973	1439250	33.9048761118	33.9048761118	33.9048761118	297552.569988	297552.569988	297552.569988
1078	GHAASBasin1078	Europe	Mediterranean+Black_Sea	34.75	46.25	10551.0	2.9	36.8	8.9	11.5	1.3	17.4	4.6	1.7	36.0	7.4	388	94	121	14	184	48	18	382	78282	120.071061959	120.071061959	120.071061959	1272429.04089	1272429.04089	1272429.04089
1079	GHAASBasin1079	Asia	Land	94.75	46.75	10551.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1	0	0	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1080	GHAASBasin1080	Africa	Indian_Ocean	28.75	-32.25	10542.9	0.1	0.0	8.2	9.9	1.2	0.0	0.0	0.0	0.0	84.4	0	86	105	12	0	0	0	0	0	1120.67866211	1120.67866211	1120.67866211	11769478.9403	11769478.9403	11769478.9403
1081	GHAASBasin1081	Australia	Pacific_Ocean	152.25	-32.25	10514.5	30.4	65.7	0.2	8.2	0.4	143.7	39.8	14.6	313.6	64.6	691	2	86	4	1510	418	153	3294	678268	2227.81785994	2227.81785994	2227.81785994	23396765.0781	23396765.0781	23396765.0781
1082	GHAASBasin1082	North_America	Pacific_Ocean	-150.25	61.25	10525.6	263.2	93.3	9.9	84.9	5.0	1253.5	236.8	81.0	1739.5	273.6	982	105	894	52	13194	2478	848	18205	2863540	1426.23564228	1426.23564228	1426.23564228	14927267.7645	14927267.7645	14927267.7645
1083	GHAASBasin1083	North_America	Pacific_Ocean	-113.75	31.75	10457.5	0.1	0.0	0.3	0.4	0.0	0.0	0.0	0.0	0.0	1.0	0	3	4	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1084	GHAASBasin1084	Europe	Mediterranean+Black_Sea	31.25	46.75	10432.2	8.1	64.6	5.4	8.5	0.8	39.9	10.3	3.8	81.1	16.7	674	56	88	9	417	108	39	849	174337	242.760807565	242.760807565	242.760807565	2539132.48532	2539132.48532	2539132.48532
1085	GHAASBasin1085	North_America	Pacific_Ocean	-124.25	47.25	10432.2	1353.2	492.7	24.9	420.5	23.5	5859.6	1163.1	389.4	8337.1	1162.5	5140	260	4387	246	61128	12142	4065	87037	12135800	16775.6951464	16775.6951464	16775.6951464	175133227.976	175133227.976	175133227.976
1086	GHAASBasin1086	Asia	Land	61.25	46.75	10372.2	0.1	0.0	0.6	0.7	0.1	0.0	0.0	0.0	0.0	36.5	0	6	7	1	0	0	0	0	0	32.4867386883	32.4867386883	32.4867386883	338495.573763	338495.573763	338495.573763
1087	Hoppner	North_America	Arctic_Ocean	-117.75	68.75	10459.2	127.6	5.0	0.6	34.6	1.7	550.7	64.9	18.9	406.0	13.2	52	6	362	17	5760	673	196	4211	136773	108.951720803	108.951720803	108.951720803	1130025.43603	1130025.43603	1130025.43603
1088	GHAASBasin1088	Asia	Pacific_Ocean	168.25	60.75	10265.8	344.2	47.6	3.7	98.2	5.0	1409.9	126.7	36.4	782.9	17.0	488	38	1009	51	14474	1311	377	8101	175775	1032.50160298	1032.50160298	1032.50160298	10684533.2945	10684533.2945	10684533.2945
1089	Kellett_(Beaufort)	North_America	Arctic_Ocean	-125.25	72.25	10315.0	108.1	0.3	0.4	29.1	1.4	819.6	55.5	16.1	347.4	11.4	3	4	300	14	8454	573	167	3588	118106	13.9140149852	13.9140149852	13.9140149852	143710.903775	143710.903775	143710.903775
1090	GHAASBasin1090	Europe	Atlantic_Ocean	-2.25	47.75	10292.1	270.4	659.9	59.5	152.4	10.5	1124.1	73.5	21.0	451.4	7.3	6791	612	1568	108	11570	759	216	4659	75842	1012.24147547	1012.24147547	1012.24147547	10446332.0269	10446332.0269	10446332.0269
1091	GHAASBasin1091	Africa	Atlantic_Ocean	-6.75	33.75	10340.8	3.3	70.0	12.6	16.1	1.8	17.1	301.2	90.1	1934.8	105.2	723	130	166	19	176	3106	930	19955	1084700	683.912091814	683.912091814	683.912091814	7053595.48341	7053595.48341	7053595.48341
1092	GHAASBasin1092	North_America	Atlantic_Ocean	-80.75	32.75	10296.1	156.1	525.1	14.6	60.8	4.7	1184.2	77.9	22.6	486.6	15.3	5406	151	626	48	12192	803	233	5018	157735	1300.32288906	1300.32288906	1300.32288906	13410880.1163	13410880.1163	13410880.1163
1093	GHAASBasin1093	Africa	Mediterranean+Black_Sea	10.25	33.75	10311.0	0.1	0.0	9.6	11.6	1.4	0.0	0.0	0.0	0.0	21.6	0	99	120	14	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1094	Soyana	Europe	Arctic_Ocean	43.25	66.25	10328.9	309.5	17.5	4.0	88.9	4.5	1642.0	87.3	24.9	536.3	9.0	181	41	919	47	16960	897	256	5507	92573	715.958021089	715.958021089	715.958021089	7351170.29811	7351170.29811	7351170.29811
1095	GHAASBasin1095	Europe	Atlantic_Ocean	-3.25	56.25	10259.4	1178.6	2978.9	128.5	521.7	27.2	4617.2	427.5	123.1	2639.9	56.4	30561	1318	5352	279	47370	4381	1261	27052	577809	5137.63892913	5137.63892913	5137.63892913	52646414.6621	52646414.6621	52646414.6621
1096	GHAASBasin1096	Asia	Pacific_Ocean	156.75	56.75	10282.1	542.5	61.5	7.6	158.5	8.2	2191.4	173.7	49.8	1069.5	20.2	633	78	1629	84	22532	1776	509	10935	206154	3936.3169159	3936.3169159	3936.3169159	40248448.3686	40248448.3686	40248448.3686
1097	GHAASBasin1097	North_America	Atlantic_Ocean	-67.75	48.75	10251.7	509.9	178.3	7.9	149.6	7.8	2055.9	22.9	6.5	140.4	2.0	1827	81	1534	80	21076	234	67	1435	20121	1695.45653208	1695.45653208	1695.45653208	17326549.1452	17326549.1452	17326549.1452
1098	GHAASBasin1098	North_America	Atlantic_Ocean	-54.75	49.25	10231.4	945.4	195.6	21.5	290.2	15.8	5259.3	248.2	70.9	1522.7	24.1	2001	220	2969	162	53810	2536	725	15561	245784	3807.53681085	3807.53681085	3807.53681085	38910360.1696	38910360.1696	38910360.1696
1099	GHAASBasin1099	South_America	Atlantic_Ocean	-56.25	-34.75	10205.6	161.2	563.5	104.3	170.3	17.0	685.6	57.4	16.4	354.2	7.4	5750	1065	1738	173	6997	585	168	3610	75636	1018.92168122	1018.92168122	1018.92168122	10386378.1575	10386378.1575	10386378.1575
1100	GHAASBasin1100	Asia	Arctic_Ocean	167.25	69.25	10284.2	169.2	21.5	1.0	46.7	2.3	718.0	79.1	22.9	492.5	14.2	221	11	480	23	7384	804	233	5010	144110	141.527789271	141.527789271	141.527789271	1439578.24244	1439578.24244	1439578.24244
1101	GHAASBasin1101	North_America	Atlantic_Ocean	-55.25	49.25	10170.8	736.0	63.1	7.1	219.0	11.5	3487.1	150.3	43.2	927.6	19.2	642	73	2227	117	35467	1527	439	9423	194726	3092.7533454	1972.89828656	1890.01249691	31418354.0284	20042082.2183	19200070.3303
1102	GHAASBasin1102	Asia	Pacific_Ocean	140.25	48.75	10150.4	396.0	73.9	5.9	117.7	6.2	1610.5	261.6	78.1	1677.5	88.6	750	60	1195	63	16347	2658	794	17041	899573	1640.72105754	1640.72105754	1640.72105754	16667593.3354	16667593.3354	16667593.3354
1103	GHAASBasin1103	Africa	Mediterranean+Black_Sea	-1.25	35.25	10190.3	0.1	0.0	33.5	41.9	4.9	0.0	0.0	0.0	0.0	215.8	0	341	426	50	0	0	0	0	0	382.311716413	382.311716413	382.311716413	3879508.1423	3879508.1423	3879508.1423
1104	GHAASBasin1104	Australia	Pacific_Ocean	150.25	-35.25	10128.8	28.5	49.5	1.2	8.7	0.5	133.3	24.0	7.9	169.6	21.7	501	12	88	5	1350	243	80	1716	219666	1018.63361726	1018.63361726	1018.63361726	10305312.3754	10305312.3754	10305312.3754
1105	GHAASBasin1105	North_America	Atlantic_Ocean	-58.25	48.75	10088.9	801.3	62.7	7.1	239.9	12.7	3739.4	199.5	58.1	1246.4	39.1	633	72	2421	128	37727	2014	587	12586	394753	3116.63687988	1659.32864122	1549.37369209	31470551.3428	16755236.2404	15644955.189
1106	GHAASBasin1106	South_America	Atlantic_Ocean	-67.25	-49.25	10089.3	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	22.0	0	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1107	GHAASBasin1107	Australia	Indian_Ocean	139.75	-35.75	10066.5	0.1	0.0	0.3	0.3	0.0	0.0	0.0	0.0	0.0	57.5	0	3	3	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
1108	GHAASBasin1108	Asia	Pacific_Ocean	140.25	49.25	10007.3	431.8	66.4	6.8	127.5	6.7	1751.9	214.3	62.3	1338.7	41.9	665	68	1276	67	17532	2150	626	13436	420600	1891.00039047	1891.00039047	1891.00039047	18979025.419	18979025.419	18979025.419
1109	GHAASBasin1109	Europe	Atlantic_Ocean	12.75	56.75	10010.7	297.7	489.1	9.0	94.8	4.7	1243.7	76.8	21.9	470.8	7.3	4896	90	949	47	12450	769	219	4718	73388	1160.69449314	1160.69449314	1160.69449314	11632015.4798	11632015.4798	11632015.4798
1110	GHAASBasin1110	Australia	Indian_Ocean	139.75	-36.25	9987.7	0.1	0.0	0.3	0.4	0.0	0.0	0.0	0.0	0.0	98.5	0	3	4	0	0	0	0	0	0	141.056534316	141.056534316	141.056534316	1407151.74753	1407151.74753	1407151.74753
1111	GHAASBasin1111	Africa	Mediterranean+Black_Sea	6.25	36.75	10019.4	25.0	109.7	30.2	42.9	4.6	124.7	1570.7	475.7	10181.0	628.0	1099	302	429	46	1250	15669	4745	101561	6265020	415.328642658	415.328642658	415.328642658	4143152.24531	4143152.24531	4143152.24531
1112	GHAASBasin1112	Asia	Pacific_Ocean	143.25	49.25	9965.9	416.8	65.2	6.1	121.4	6.3	1931.9	174.7	50.4	1083.2	27.2	650	61	1210	62	19253	1739	502	10783	270572	732.230659137	732.230659137	732.230659137	7288696.91781	7288696.91781	7288696.91781
1113	GHAASBasin1113	Asia	Pacific_Ocean	161.75	57.75	9965.6	433.7	48.9	5.4	125.2	6.4	1774.7	238.6	69.9	1500.6	55.1	487	54	1248	64	17686	2375	696	14937	548419	4371.08074295	4371.08074295	4371.08074295	43508427.2434	43508427.2434	43508427.2434
1114	SOUMMAM	Africa	Mediterranean+Black_Sea	4.75	36.75	9971.8	94.9	184.0	35.6	68.4	6.2	414.7	353.2	122.8	2634.9	443.0	1835	355	682	62	4135	3512	1221	26201	4404850	809.592855305	809.592855305	809.592855305	8050591.35315	8050591.35315	8050591.35315
1115	GHAASBasin1115	Africa	Mediterranean+Black_Sea	10.25	36.75	9939.7	38.4	147.5	61.8	85.3	9.3	183.0	39.0	13.9	299.4	56.3	1466	615	848	92	1819	387	138	2973	559433	295.259750137	295.259750137	295.259750137	2931338.79936	2931338.79936	2931338.79936
1117	GHAASBasin1117	North_America	Atlantic_Ocean	-76.75	57.75	9851.4	359.9	42.0	4.0	102.9	5.2	1481.7	77.2	21.9	472.2	6.4	414	39	1014	51	14596	763	217	4667	62792	252.367114898	252.367114898	252.367114898	2494749.97629	2494749.97629	2494749.97629
1118	GHAASBasin1118	Asia	Pacific_Ocean	120.25	36.75	9842.7	0.0	35.3	25.2	30.6	3.6	0.1	0.0	0.0	0.0	304.3	348	248	301	35	1	0	0	0	0	710.312852861	710.312852861	710.312852861	7006241.57775	7006241.57775	7006241.57775
1119	Pesha	Europe	Arctic_Ocean	47.25	66.75	9860.8	339.3	23.4	4.2	97.6	5.0	2072.9	101.0	28.9	620.9	10.9	231	42	962	49	20440	995	284	6115	107711	695.980472864	695.980472864	695.980472864	6854851.00905	6854851.00905	6854851.00905
1120	GHAASBasin1120	Asia	Pacific_Ocean	159.25	58.25	9828.7	384.2	37.7	4.5	110.3	5.6	1564.8	151.0	43.5	934.6	21.8	370	44	1084	55	15380	1482	427	9175	213812	3998.03075855	3998.03075855	3998.03075855	39248269.7169	39248269.7169	39248269.7169
1121	GLENELG	Australia	Indian_Ocean	140.75	-37.75	9842.3	7.7	36.5	1.4	3.5	0.3	38.2	11.2	4.1	88.3	18.2	360	14	35	3	376	110	40	867	178867	313.389171201	313.389171201	313.389171201	3075726.80437	3075726.80437	3075726.80437
1122	GHAASBasin1122	North_America	Atlantic_Ocean	-62.75	58.25	9828.7	669.9	70.5	10.0	197.6	10.3	2665.7	265.4	76.5	1643.1	38.6	693	98	1942	101	26200	2599	749	16092	378381	1021.98216642	1021.98216642	1021.98216642	10009293.3379	10009293.3379	10009293.3379
1123	GHAASBasin1123	South_America	Atlantic_Ocean	-59.25	-38.75	9760.4	14.8	117.8	2.6	7.7	0.6	70.8	11.2	3.4	74.1	5.9	1150	26	75	6	691	109	33	720	57097	505.69180486	505.69180486	505.69180486	4912998.35867	4912998.35867	4912998.35867
1124	GHAASBasin1124	South_America	Atlantic_Ocean	-60.75	-38.75	9760.4	8.8	57.6	3.3	6.1	0.6	43.2	8.1	2.8	59.9	9.9	562	32	59	5	421	78	27	582	96192	462.548068505	462.548068505	462.548068505	4493839.68561	4493839.68561	4493839.68561
1125	GHAASBasin1125	South_America	Pacific_Ocean	-73.25	-38.25	9710.6	585.7	1148.7	35.1	196.3	12.0	2335.9	316.0	92.4	1984.4	70.6	11154	341	1906	116	22682	3065	897	19247	684337	4498.24889916	4498.24889916	4498.24889916	43629416.5999	43629416.5999	43629416.5999
1126	GHAASBasin1126	Asia	Pacific_Ocean	126.25	37.75	9660.2	273.2	283.9	73.5	183.7	16.4	1258.4	160.0	47.1	1011.6	41.5	2743	710	1775	159	12156	1549	456	9794	402030	1537.32332786	1537.32332786	1537.32332786	14884517.5916	14884517.5916	14884517.5916
1127	GHAASBasin1127	Asia	Pacific_Ocean	143.25	51.75	9695.2	366.7	42.6	5.4	106.5	5.5	1497.0	183.5	53.4	1146.7	36.3	413	52	1033	53	14514	1773	516	11081	350934	680.935506402	680.935506402	680.935506402	6579743.47848	6579743.47848	6579743.47848
1128	GHAASBasin1128	North_America	Atlantic_Ocean	-62.75	50.25	9631.7	594.9	58.2	8.5	174.5	9.0	2374.4	158.3	45.2	971.1	15.5	561	82	1681	87	22869	1529	437	9383	149708	1353.44298626	1353.44298626	1353.44298626	13077371.9022	13077371.9022	13077371.9022
1129	GHAASBasin1129	Europe	Atlantic_Ocean	23.75	58.75	9645.1	206.1	453.8	8.3	66.6	3.8	906.6	43.2	12.3	264.1	3.5	4377	80	642	36	8744	416	118	2544	33641	546.417997372	546.417997372	546.417997372	5264027.16783	5264027.16783	5264027.16783
1130	GHAASBasin1130	Asia	Land	64.25	51.25	9611.1	0.0	0.9	0.7	0.8	0.1	0.0	0.0	0.0	0.0	23.9	9	6	8	1	0	0	0	0	0	56.5961590923	56.5961590923	56.5961590923	544500.316359	544500.316359	544500.316359
1131	GHAASBasin1131	Europe	Atlantic_Ocean	-9.25	38.75	9609.4	185.5	330.2	87.5	156.4	14.7	794.8	95.4	27.8	597.0	19.7	3173	841	1503	141	7638	917	267	5741	189367	980.498872896	980.498872896	980.498872896	9427496.6629	9427496.6629	9427496.6629
1132	GHAASBasin1132	Europe	Mediterranean+Black_Sea	21.25	38.75	9575.1	376.0	435.9	2.3	122.2	6.6	1570.1	19.4	7.0	149.9	28.9	4174	22	1170	63	15034	186	67	1436	276413	1599.70084035	239.955126053	70.2428638998	15326574.4068	2298986.16102	672989.882202
1133	GHAASBasin1133	Asia	Pacific_Ocean	162.25	58.75	9506.4	396.6	44.0	4.7	114.0	5.8	1612.8	244.5	72.3	1553.6	70.4	419	44	1084	55	15332	2333	690	14824	671779	2563.12547912	2563.12547912	2563.12547912	24456061.7591	24456061.7591	24456061.7591
1134	PINIOS	Europe	Mediterranean+Black_Sea	22.75	39.75	9524.0	120.7	457.6	18.1	56.5	3.9	521.1	267.4	96.5	2070.7	401.7	4358	172	538	37	4963	2544	918	19698	3821440	745.966760096	745.966760096	745.966760096	7096158.14423	7096158.14423	7096158.14423
